movie_key,tmdb_id,imdb_id,title,original_title,release_date_key,original_language,runtime_minutes,status,budget_usd,primary_genre,secondary_genre,collection_name,rating_key,popularity,vote_average,vote_count,production_companies,director_popularity,cast_popularity,max_cast_popularity,date_key,date,day,month,month_name,year,week_of_year,weekday_name,rating_code,rating_description,opening_weekend_gross_usd,opening_source,opening_source_url,studios_from_dim,director_has_prior,director_prior_count,director_recent_opening,lead_actor_has_prior,lead_actor_prior_count,lead_actor_recent_opening
9237,505205,tt6915100,Pope Francis: A Man of His Word,Pope Francis: A Man of His Word,20180518,en,96.0,Released,0.0,Documentary,,,38,0.4811,7.2,110.0,"The Palindrome, Centro Televisivo Vaticano, Célestes Images, Solares Fondazione delle Arti, Decia Films, Fondazione Solares Suisse, Focus Features, Road Movies",1.3914,0.5439,1.228,20180518,2018-05-18,18,5,May,2018,19,Friday,AA,,507870.0,bom,https://www.boxofficemojo.com/title/tt6915100/,"Centro Televisivo Vaticano, Célestes Images, Decia Films, Focus Features, Fondazione Solares Suisse, Road Movies, Solares Fondazione delle Arti, The Palindrome",1,64,228055.0,1,17,13013.0
9238,505225,tt7456312,The Last Thing He Wanted,The Last Thing He Wanted,20200214,en,116.0,Released,0.0,Drama,Thriller,,83,0.9906,4.884,530.0,"Elevated Films, Little Red Hen, The Fyzz",0.5346,5.74568,12.6579,20200214,2020-02-14,14,2,February,2020,6,Friday,R,,,,,"Elevated Films, Little Red Hen, The Fyzz",1,8,17632.0,1,55,102606.0
9239,505262,tt7745068,My Hero Academia: Two Heroes,僕のヒーローアカデミア THE MOVIE ～2人の英雄～,20180803,ja,96.0,Released,12000000.0,Animation,Action,My Hero Academia Collection,80,3.2905,7.883,1084.0,"BONES, Yomiuri Telecasting Corporation, Shueisha, Nippon Television Network Corporation, dentsu, Sony Music Entertainment (Japan), movic, TOHO",0.3139,1.29962,2.3615,20180803,2018-08-03,3,8,August,2018,30,Friday,PG-13,,1388499.0,bom,https://www.boxofficemojo.com/title/tt7745068/,"BONES, Nippon Television Network Corporation, Shueisha, Sony Music Entertainment (Japan), TOHO, Yomiuri Telecasting Corporation, dentsu, movic",0,0,,1,6,7973035.0
9240,505423,tt5913798,Wounds,Wounds,20190126,en,95.0,Released,0.0,Horror,Mystery,,83,0.8623,4.017,847.0,"Annapurna Pictures, Two & Two Pictures, AZA Films",0.2809,2.7054400000000003,5.599,20190126,2019-01-26,26,1,January,2019,3,Saturday,R,,,,,"AZA Films, Annapurna Pictures, Two & Two Pictures",1,5,13565.0,1,26,686355.0
9241,505436,tt6556670,Serial (Bad) Weddings 2,Qu'est-ce qu'on a encore fait au Bon Dieu ?,20190130,fr,99.0,Released,18500000.0,Comedy,,Serial (Bad) Weddings Collection,38,1.0564,5.9,1311.0,"Les Films du 24, TF1 Films Production, Les Films du Premier",1.283,0.83664,1.8158,20190130,2019-01-30,30,1,January,2019,4,Wednesday,AA,,14856103.0,bom,https://www.boxofficemojo.com/title/tt6556670/,"Les Films du 24, Les Films du Premier, TF1 Films Production",1,8,1214430.0,1,82,193040.0
9242,505513,tt7752454,Detective Chinatown 2,唐人街探案2,20180216,zh,121.0,Released,63000000.0,Comedy,Mystery,Detective Chinatown Collection,0,1.3908,6.261,142.0,"As One Production, Wanda Pictures",5.1339,1.44494,1.9057,20180216,2018-02-16,16,2,February,2018,6,Friday,UNKNOWN,Unknown / not rated,704047.0,bom,https://www.boxofficemojo.com/title/tt7752454/,"As One Production, Wanda Pictures",1,2,280281.0,1,42,5406436.0
9243,505579,tt2237324,Bent,Bent,20180309,en,96.0,Released,0.0,Thriller,Crime,,83,2.007,5.217,210.0,"Grindstone Entertainment Group, Groove Tails Productions, Primary Wave Entertainment, Rod Movies AIE, AMBI Group",0.6739,3.58462,6.3246,20180309,2018-03-09,9,3,March,2018,9,Friday,R,,27033.0,bom,https://www.boxofficemojo.com/title/tt2237324/,"AMBI Group, Grindstone Entertainment Group, Groove Tails Productions, Primary Wave Entertainment, Rod Movies AIE",1,3,20774.0,1,36,37352.0
9244,505600,tt1489887,Booksmart,Booksmart,20190524,en,102.0,Released,6000000.0,Comedy,,,83,2.3087,7.012,2803.0,"Annapurna Pictures, Gloria Sanchez Productions",3.5903,1.8699400000000002,2.4657,20190524,2019-05-24,24,5,May,2019,20,Friday,R,,6933620.0,bom,https://www.boxofficemojo.com/title/tt1489887/,"Annapurna Pictures, Gloria Sanchez Productions",1,1,,1,15,51543.0
9245,505642,tt9114286,Black Panther: Wakanda Forever,Black Panther: Wakanda Forever,20221109,en,162.0,Released,250000000.0,Action,Adventure,Black Panther Collection,80,11.0586,7.012,7294.0,Marvel Studios,3.6125,2.19132,3.1332,20221109,2022-11-09,9,11,November,2022,45,Wednesday,PG-13,,181339761.0,bom,https://www.boxofficemojo.com/title/tt9114286/,Marvel Studios,1,5,202003951.0,1,19,103860.0
9246,505707,tt6149154,Waiting for the Barbarians,Waiting for the Barbarians,20190906,en,112.0,Released,0.0,Drama,History,,83,2.3693,5.914,402.0,"AMBI Group, Infinitum Nihil, Ithaca Pictures, Iervolino Entertainment, Samuel Goldwyn Films",0.3977,4.3375,11.7829,20190906,2019-09-06,6,9,September,2019,35,Friday,R,,204111.0,bom,https://www.boxofficemojo.com/title/tt6149154/,"AMBI Group, Iervolino Entertainment, Infinitum Nihil, Ithaca Pictures, Samuel Goldwyn Films",1,5,23082.0,1,35,41764050.0
9247,505746,tt6527456,Asphalt Burning,Børning 3,20201014,no,100.0,Released,8129089.0,Action,Comedy,Børning Collection,78,0.7039,5.5,126.0,"Filmkameratene, Gifted Films, The Post Republic, Tobis Film",0.7233,0.81132,2.3039,20201014,2020-10-14,14,10,October,2020,41,Wednesday,NR,,1134928.0,bom,https://www.boxofficemojo.com/title/tt6527456/,"Filmkameratene, Gifted Films, The Post Republic, Tobis Film",1,5,1599860.0,1,44,212596.0
9248,505706,tt7670212,The Golden Glove,Der Goldene Handschuh,20190221,de,110.0,Released,0.0,Crime,Thriller,,22,1.9736,6.937,632.0,"Bombero International, Pathé, Warner Bros. Film Productions Germany",1.2643,0.5500200000000001,0.7078,20190221,2019-02-21,21,2,February,2019,7,Thursday,16,,2300.0,bom,https://www.boxofficemojo.com/title/tt7670212/,"Bombero International, Pathé, Warner Bros. Film Productions Germany",1,18,10455.0,1,4,1304042.0
9249,505904,tt7631348,Freaky Friday,Freaky Friday,20180914,en,90.0,Released,0.0,Family,Fantasy,,54,1.243,5.4,134.0,"Disney Channel, Walt Disney Television",1.0015,0.78564,1.217,20180914,2018-09-14,14,9,September,2018,36,Friday,G,,,,,"Disney Channel, Walt Disney Television",1,9,6878437.0,1,5,863258.0
9250,505914,tt5215088,A.I. Rising,A.I. Rising,20180225,en,85.0,Released,395168.0,Science Fiction,Drama,,83,1.5639,4.964,307.0,"Mir Media Group, Balkanic, Filmski centar Srbije",0.652,9.029925,34.435,20180225,2018-02-25,25,2,February,2018,8,Sunday,R,,,,,"Balkanic, Filmski centar Srbije, Mir Media Group",1,1,,1,25,10883.0
9251,505940,tt8080196,Happy Birthday,Fête de famille,20190904,fr,95.0,Released,5350000.0,Drama,Comedy,,67,0.2122,5.6,129.0,Les films du Worso,1.0545,0.8318999999999999,1.7116,20190904,2019-09-04,4,9,September,2019,35,Wednesday,L,,917242.0,bom,https://www.boxofficemojo.com/title/tt8080196/,Les films du Worso,1,13,544983.0,1,188,33861.0
9252,505379,tt2235695,Rebecca,Rebecca,20201016,en,123.0,Released,0.0,Romance,Drama,,80,2.8177,6.3,1150.0,Working Title Films,0.4639,2.77996,6.122,20201016,2020-10-16,16,10,October,2020,41,Friday,PG-13,,,,,Working Title Films,1,13,7318.0,1,21,17010050.0
9253,505954,tt8820590,Т-34,Т-34,20181227,ru,139.0,Released,8000000.0,Action,Drama,,8,1.6082,7.148,918.0,"Mars Media Entertainment, AMedia, Russia 1",0.7907,0.88878,1.4204,20181227,2018-12-27,27,12,December,2018,51,Thursday,12,,34191.0,bom,https://www.boxofficemojo.com/title/tt8820590/,"AMedia, Mars Media Entertainment, Russia 1",1,2,195820.0,1,28,145180.0
9254,505953,tt3340446,Storm Boy,Storm Boy,20190117,en,99.0,Released,0.0,Drama,Adventure,,79,0.4929,7.134,149.0,"Best FX Adelaide, Ambience Entertainment, Good Deed Entertainment",0.2422,1.5082200000000001,2.0585,20190117,2019-01-17,17,1,January,2019,2,Thursday,PG,,46676.0,bom,https://www.boxofficemojo.com/title/tt3340446/,"Ambience Entertainment, Best FX Adelaide, Good Deed Entertainment",1,4,66574.0,1,55,25472.0
9255,505948,tt6292852,I Am Mother,I Am Mother,20190607,en,113.0,Released,0.0,Science Fiction,Thriller,,80,1.8617,6.712,2765.0,"Mother Film Holdings, Rhea Films, Southern Light Films, The Penguin Empire, Fin Design & Effects, Hercules Film Fund",0.4146,2.21096,5.6373,20190607,2019-06-07,7,6,June,2019,22,Friday,PG-13,,212159.0,bom,https://www.boxofficemojo.com/title/tt6292852/,"Fin Design & Effects, Hercules Film Fund, Mother Film Holdings, Rhea Films, Southern Light Films, The Penguin Empire",1,1,,1,3,43620.0
9256,506025,tt6532374,Swimming with Men,Swimming with Men,20180706,en,94.0,Released,0.0,Comedy,Drama,,38,0.336,6.067,83.0,"Met Film Production, Dignity Film Finance, Shoebox Films",1.7071,1.83996,2.7113,20180706,2018-07-06,6,7,July,2018,26,Friday,AA,,10336.0,bom,https://www.boxofficemojo.com/title/tt6532374/,"Dignity Film Finance, Met Film Production, Shoebox Films",1,11,3014393.0,1,51,3190525.0
9257,506281,tt9738716,The World to Come,The World to Come,20210212,en,105.0,Released,0.0,Romance,Drama,,83,1.5498,6.996,382.0,"Killer Films, M.Y.R.A. Entertainment, Yellow Bear Films, Hype Film, Charades, Ingenious Media, Sea Change Media, Sailor Bear",1.0092,2.049,3.8592,20210212,2021-02-12,12,2,February,2021,6,Friday,R,,51245.0,bom,https://www.boxofficemojo.com/title/tt9738716/,"Charades, Hype Film, Ingenious Media, Killer Films, M.Y.R.A. Entertainment, Sailor Bear, Sea Change Media, Yellow Bear Films",1,1,2636.0,1,40,767425.0
9258,506072,tt7946422,Prospect,Prospect,20181002,en,98.0,Released,4000000.0,Science Fiction,,,83,2.2363,6.221,942.0,"Depth of Field, Bron Studios, Ground Control Entertainment, Shep Films, Breaker, Film4 Productions, DUST",0.2649,5.012460000000001,18.3255,20181002,2018-10-02,2,10,October,2018,39,Tuesday,R,,17877.0,bom,https://www.boxofficemojo.com/title/tt7946422/,"Breaker, Bron Studios, DUST, Depth of Field, Film4 Productions, Ground Control Entertainment, Shep Films",1,4,,1,1,
9259,506464,tt7878846,The Awakener,O Doutrinador,20181101,pt,108.0,Released,3500000.0,Thriller,Action,,22,0.5494,6.53,152.0,"Downtown Filmes, Paris Entretenimento, Universo Guará",0.4981,0.70952,2.3106,20181101,2018-11-01,1,11,November,2018,43,Thursday,16,,484778.0,bom,https://www.boxofficemojo.com/title/tt7878846/,"Downtown Filmes, Paris Entretenimento, Universo Guará",1,2,57522.0,0,0,
9260,506528,tt4648786,Harriet,Harriet,20191101,en,125.0,Released,17000000.0,Drama,History,,80,2.6881,7.302,907.0,"Stay Gold Features, Martin Chase Productions, Perfect World Pictures, Focus Features",0.6995,1.71426,3.4473,20191101,2019-11-01,1,11,November,2019,43,Friday,PG-13,,11676720.0,bom,https://www.boxofficemojo.com/title/tt4648786/,"Focus Features, Martin Chase Productions, Perfect World Pictures, Stay Gold Features",1,5,3669530.0,1,8,12361307.0
9261,506558,tt7897102,O.G.,O.G.,20180420,en,113.0,Released,0.0,Drama,,,0,3.6397,5.933,104.0,"HBO Films, Maven Screen Media",1.5077,1.8817799999999998,3.3062,20180420,2018-04-20,20,4,April,2018,15,Friday,UNKNOWN,Unknown / not rated,,,,"HBO Films, Maven Screen Media",1,3,16435.0,1,63,17005332.0
9262,506574,tt8022928,Descendants 3,Descendants 3,20190802,en,106.0,Released,15000000.0,Family,TV Movie,Descendants Collection,79,4.4224,7.671,1600.0,"Bad Angels Productions, Ltd., 5678 Productions, Disney Channels Worldwide",0.7808,4.260540000000001,10.329,20190802,2019-08-02,2,8,August,2019,30,Friday,PG,,,,,"5678 Productions, Bad Angels Productions, Ltd., Disney Channels Worldwide",1,15,23234394.0,1,18,27109.0
9263,506596,tt2766104,Ploey: You Never Fly Alone,Ploey: You Never Fly Alone,20180330,en,83.0,Released,0.0,Animation,Family,,54,0.6552,6.1,92.0,"GunHil, Cyborn",0.607,1.8697,6.1483,20180330,2018-03-30,30,3,March,2018,12,Friday,G,,77815.0,bom,https://www.boxofficemojo.com/title/tt2766104/,"Cyborn, GunHil",1,7,13963.0,1,3,
9264,506680,tt7339792,Unbroken: Path to Redemption,Unbroken: Path to Redemption,20180914,en,98.0,Released,6000000.0,Drama,,Unbroken Collection,80,0.9426,6.643,154.0,"Universal 1440 Entertainment, Matt Baer Films",0.1827,1.0860400000000001,1.7713,20180914,2018-09-14,14,9,September,2018,36,Friday,PG-13,,2238723.0,bom,https://www.boxofficemojo.com/title/tt7339792/,"Matt Baer Films, Universal 1440 Entertainment",1,7,1386254.0,1,9,14948.0
9265,506775,tt7453418,Nekrotronic,Nekrotronic,20181001,en,99.0,Released,0.0,Comedy,Horror,,83,3.4055,5.856,170.0,"Guerilla Films, Hopscotch Features",0.8381,2.1496399999999998,7.256,20181001,2018-10-01,1,10,October,2018,39,Monday,R,,3289.0,bom,https://www.boxofficemojo.com/title/tt7453418/,"Guerilla Films, Hopscotch Features",1,6,,1,7,15815025.0
9266,506763,tt6869538,Detective Dee: The Four Heavenly Kings,狄仁杰之四大天王,20180727,zh,132.0,Released,0.0,Action,Fantasy,Detective Dee Collection (Tsui Hark),8,5.1187,6.282,211.0,Huayi Brothers Pictures 浙江华谊兄弟影业,1.9476,1.9406399999999997,2.4792,20180727,2018-07-27,27,7,July,2018,29,Friday,12,,126929.0,bom,https://www.boxofficemojo.com/title/tt6869538/,Huayi Brothers Pictures 浙江华谊兄弟影业,1,41,463883.0,1,11,57713.0
9267,506863,tt7515456,Hurricane,Hurricane,20180907,en,107.0,Released,10000000.0,War,Drama,,83,1.0379,5.89,182.0,"Head Gear Films, Metrol Technology, Prospect 3, Stray Dog Films",0.3844,1.40868,2.153,20180907,2018-09-07,7,9,September,2018,35,Friday,R,,402499.0,bom,https://www.boxofficemojo.com/title/tt7515456/,"Head Gear Films, Metrol Technology, Prospect 3, Stray Dog Films",1,20,,1,15,85160.0
9268,506815,tt3170458,A Violent Separation,A Violent Separation,20190517,en,106.0,Released,0.0,Crime,Thriller,,18,0.4716,7.0,102.0,"Catapult Entertainment Group, Cliffbrook Films, Needle's Eye Productions, Productivity Media, Third Law Productions",0.8446,1.7615200000000002,2.3029,20190517,2019-05-17,17,5,May,2019,19,Friday,15,,,,,"Catapult Entertainment Group, Cliffbrook Films, Needle's Eye Productions, Productivity Media, Third Law Productions",1,2,15434.0,1,6,2002863.0
9269,506951,tt7104578,Going for Gold,Going for Gold,20180308,en,89.0,Released,0.0,Drama,Family,,54,0.6588,6.7,131.0,Glenpictures,1.9191,0.91418,2.3086,20180308,2018-03-08,8,3,March,2018,9,Thursday,G,,,,,Glenpictures,1,2,,1,5,
9270,507076,tt8359848,Climax,Climax,20180919,fr,97.0,Released,2900000.0,Horror,Drama,,83,6.2701,7.05,2295.0,"Rectangle Productions, Wild Bunch, Les Cinémas de la Zone, Eskwad, KNM, ARTE France Cinéma, Artémis Productions, VOO & Be tv, Shelter Prod, Vice Studios",1.1988,0.86798,2.0407,20180919,2018-09-19,19,9,September,2018,37,Wednesday,R,,119423.0,bom,https://www.boxofficemojo.com/title/tt8359848/,"ARTE France Cinéma, Artémis Productions, Eskwad, KNM, Les Cinémas de la Zone, Rectangle Productions, Shelter Prod, VOO & Be tv, Vice Studios, Wild Bunch",1,20,29301.0,1,17,3232790.0
9271,507086,tt8041270,Jurassic World Dominion,Jurassic World Dominion,20220601,en,147.0,Released,465000000.0,Adventure,Action,Jurassic Park Collection,80,12.5898,6.61,6897.0,"Amblin Entertainment, Universal Pictures",0.9606,4.812780000000001,7.2601,20220601,2022-06-01,1,6,June,2022,22,Wednesday,PG-13,,145075625.0,bom,https://www.boxofficemojo.com/title/tt8041270/,"Amblin Entertainment, Universal Pictures",1,7,1424540.0,1,48,8000000.0
9272,507089,tt4589218,Five Nights at Freddy's,Five Nights at Freddy's,20231025,en,110.0,Released,20000000.0,Horror,Thriller,Five Nights at Freddy's Collection,80,11.9083,7.336,4900.0,"Blumhouse Productions, Scott Cawthon Productions",1.1409,3.5514399999999995,4.7046,20231025,2023-10-25,25,10,October,2023,43,Wednesday,PG-13,,80001720.0,bom,https://www.boxofficemojo.com/title/tt4589218/,"Blumhouse Productions, Scott Cawthon Productions",1,5,14138.0,1,48,67318.0
9273,507241,tt0327785,The Killer's Game,The Killer's Game,20240912,en,104.0,Released,30000000.0,Action,Comedy,,83,6.7604,6.401,513.0,"Dogbone Entertainment, Mad Chance, Endurance Media, K. JAM Media, TKG Productions, The Feature Film One, Lionsgate",0.6839,3.37774,6.0573,20240912,2024-09-12,12,9,September,2024,36,Thursday,R,,2697850.0,bom,https://www.boxofficemojo.com/title/tt0327785/,"Dogbone Entertainment, Endurance Media, K. JAM Media, Lionsgate, Mad Chance, TKG Productions, The Feature Film One",1,1,,1,148,82505391.0
9274,507244,tt1210027,Afterburn,Afterburn,20250820,en,105.0,Released,60000000.0,Science Fiction,Action,,83,8.0025,6.487,193.0,"Endurance Media, Original Film, Dogbone Entertainment, Lipsync Productions",0.6839,4.245340000000001,6.4178,20250820,2025-08-20,20,8,August,2025,33,Wednesday,R,,124989.0,bom,https://www.boxofficemojo.com/title/tt1210027/,"Dogbone Entertainment, Endurance Media, Lipsync Productions, Original Film",1,2,2697850.0,1,153,16805560.0
9275,507143,tt6744044,Candy Jar,Candy Jar,20180427,en,92.0,Released,0.0,Comedy,Drama,,80,3.3293,6.11,482.0,,0.6155,2.36464,4.4109,20180427,2018-04-27,27,4,April,2018,16,Friday,PG-13,,,,,,1,2,,1,6,6015.0
9276,507256,tt5740866,Whitney,Whitney,20180705,en,120.0,Released,0.0,Music,Documentary,,83,4.4071,7.303,203.0,"Lightbox Entertainment, Altitude Film Entertainment, Happy Street Entertainment",0.473,0.53884,1.5235,20180705,2018-07-05,5,7,July,2018,26,Thursday,R,,1265572.0,bom,https://www.boxofficemojo.com/title/tt5740866/,"Altitude Film Entertainment, Happy Street Entertainment, Lightbox Entertainment",1,22,37675.0,1,51,119973.0
9277,507532,tt7991508,Finestkind,Finestkind,20230908,en,126.0,Released,0.0,Crime,Drama,,83,1.9982,6.882,326.0,"Krasnoff / Foster Entertainment, 101 Studios, Bosque Ranch Productions, MTV Entertainment Studios",1.4245,4.40712,13.5969,20230908,2023-09-08,8,9,September,2023,36,Friday,R,,,,,"101 Studios, Bosque Ranch Productions, Krasnoff / Foster Entertainment, MTV Entertainment Studios",1,5,86836.0,1,49,821991.0
9278,507441,tt2716382,Sea Fever,Sea Fever,20200306,en,95.0,Released,0.0,Thriller,Horror,,14,1.234,6.093,611.0,"Epic Pictures Group, Frakas Productions, Bright Pictures, Fís Éireann/Screen Ireland, Creativity Capital, Fantastic Films, Flexibon Films, Makar Productions, Pandastorm Pictures, Scandinavian Content Group",0.3475,0.9961800000000001,1.5274,20200306,2020-03-06,6,3,March,2020,9,Friday,14,,5742.0,bom,https://www.boxofficemojo.com/title/tt2716382/,"Bright Pictures, Creativity Capital, Epic Pictures Group, Fantastic Films, Flexibon Films, Frakas Productions, Fís Éireann/Screen Ireland, Makar Productions, Pandastorm Pictures, Scandinavian Content Group",1,4,,1,12,268326.0
9279,507569,tt9089294,The Seven Deadly Sins: Prisoners of the Sky,劇場版 七つの大罪 天空の囚われ人,20180818,ja,99.0,Released,0.0,Action,Adventure,The Seven Deadly Sins Collection,80,0.7113,7.535,1068.0,"A-1 Pictures, Aniplex, Kodansha, Toei Company, MBS, dentsu, Sammy, movic",1.10065,2.32728,4.3429,20180818,2018-08-18,18,8,August,2018,32,Saturday,PG-13,,1775221.0,bom,https://www.boxofficemojo.com/title/tt9089294/,"A-1 Pictures, Aniplex, Kodansha, MBS, Sammy, Toei Company, dentsu, movic",1,12,248286.0,1,60,1388499.0
9280,507505,tt7204348,El Angel,El Ángel,20180809,es,115.0,Released,3000000.0,Drama,Crime,,78,0.9808,7.4,569.0,"El Deseo, K & S Films, INCAA, Underground Producciones, Telefe, TVE",0.6381,1.3248200000000003,2.7686,20180809,2018-08-09,9,8,August,2018,31,Thursday,NR,,23348.0,bom,https://www.boxofficemojo.com/title/tt7204348/,"El Deseo, INCAA, K & S Films, TVE, Telefe, Underground Producciones",1,7,27343.0,0,0,
9281,507612,tt6893370,My Little Monster,となりの怪物くん,20180427,ja,105.0,Released,0.0,Romance,Comedy,,56,0.7239,7.5,86.0,"Toho Pictures, TOHO, Hakuhodo DY Music & Pictures, Kodansha, jeki, Hakuhodo, Lawson Entertainment, KDDI, Sony Music Entertainment (Japan), GYAO, Nippan Group Holdings",0.3551,2.3510999999999997,5.3199,20180427,2018-04-27,27,4,April,2018,16,Friday,I,,,,,"GYAO, Hakuhodo, Hakuhodo DY Music & Pictures, KDDI, Kodansha, Lawson Entertainment, Nippan Group Holdings, Sony Music Entertainment (Japan), TOHO, Toho Pictures, jeki",1,13,2930645.0,1,47,174425.0
9282,507903,tt7775720,Spoiler Alert,Spoiler Alert,20221202,en,110.0,Released,0.0,Romance,Comedy,,80,0.9885,7.0,167.0,"That's Wonderful Productions, Focus Features, Semi-Formal Productions",1.2044,1.6735599999999997,3.7328,20221202,2022-12-02,2,12,December,2022,48,Friday,PG-13,,82983.0,bom,https://www.boxofficemojo.com/title/tt7775720/,"Focus Features, Semi-Formal Productions, That's Wonderful Productions",1,8,652358.0,1,27,9050.0
9283,507618,tt5419676,Feminists: What Were They Thinking?,Feminists: What Were They Thinking?,20180219,en,86.0,Released,700000.0,Documentary,,,14,0.2494,7.495,98.0,Crazy Wisdom Productions,0.3055,0.66314,2.0965,20180219,2018-02-19,19,2,February,2018,7,Monday,14,,,,,Crazy Wisdom Productions,1,7,10304.0,1,32,9103.0
9284,508003,tt6510332,McQueen,McQueen,20180608,en,111.0,Released,0.0,Documentary,,,83,3.289,7.5,133.0,"Salon Pictures, Misfits Entertainment, Creativity Capital, Moving Pictures Media, Time Based Arts, Electric Shadow Company, Commondeer Films",0.67795,0.7520399999999999,2.5868,20180608,2018-06-08,8,6,June,2018,22,Friday,R,,98873.0,bom,https://www.boxofficemojo.com/title/tt6510332/,"Commondeer Films, Creativity Capital, Electric Shadow Company, Misfits Entertainment, Moving Pictures Media, Salon Pictures, Time Based Arts",1,3,,1,3,3766898.0
