movie_key,tmdb_id,imdb_id,title,original_title,release_date_key,original_language,runtime_minutes,status,budget_usd,primary_genre,secondary_genre,collection_name,rating_key,popularity,vote_average,vote_count,production_companies,director_popularity,cast_popularity,max_cast_popularity,date_key,date,day,month,month_name,year,week_of_year,weekday_name,rating_code,rating_description,opening_weekend_gross_usd,opening_source,opening_source_url,studios_from_dim,director_has_prior,director_prior_count,director_recent_opening,lead_actor_has_prior,lead_actor_prior_count,lead_actor_recent_opening
9176,502164,tt7983794,Operation Odessa,Operation Odessa,20180310,en,92.0,Released,0.0,Documentary,,,0,0.3863,7.161,90.0,"Showtime Pictures Inc., Belfort Entertainment",0.1808,0.34136,0.4666,20180310,2018-03-10,10,3,March,2018,9,Saturday,UNKNOWN,Unknown / not rated,,,,"Belfort Entertainment, Showtime Pictures Inc.",1,4,14785.0,0,0,
9177,502143,tt6728096,The Breaker Upperers,The Breaker Upperers,20180310,en,82.0,Released,0.0,Comedy,,,8,0.5588,5.217,223.0,"New Zealand Film Commission, Piki Films, Miss Conception Films, Bespoke Post, Madman Entertainment, James Wallace Productions",0.5963499999999999,0.6681999999999999,1.4039,20180310,2018-03-10,10,3,March,2018,9,Saturday,12,,531096.0,bom,https://www.boxofficemojo.com/title/tt6728096/,"Bespoke Post, James Wallace Productions, Madman Entertainment, Miss Conception Films, New Zealand Film Commission, Piki Films",1,2,,1,3,88940.0
9178,502166,tt7983844,Take Your Pills,Take Your Pills,20180309,en,87.0,Released,0.0,Documentary,,,80,0.3031,6.532,142.0,Motto Pictures,0.8507,0.20587999999999998,0.6026,20180309,2018-03-09,9,3,March,2018,9,Friday,PG-13,,,,,Motto Pictures,1,6,41104.0,0,0,
9179,502292,tt7957694,The Last Summer,The Last Summer,20190503,en,109.0,Released,0.0,Romance,Comedy,,80,1.8892,6.005,1395.0,"Redrover Co. Ltd., GulfStream Pictures",1.2842,2.14968,3.0097,20190503,2019-05-03,3,5,May,2019,17,Friday,PG-13,,,,,"GulfStream Pictures, Redrover Co. Ltd.",1,5,268370.0,1,2,512035.0
9180,502350,tt6433832,The Tree of Blood,El árbol de la sangre,20181031,es,130.0,Released,0.0,Drama,,,22,0.5384,6.4,155.0,"Arcadia Motion Pictures, Galatea Films, Diamond Films España, Aixerrota Films, Noodles Production, SCOPE Pictures",0.3725,1.96584,3.5394,20181031,2018-10-31,31,10,October,2018,43,Wednesday,16,,136532.0,bom,https://www.boxofficemojo.com/title/tt6433832/,"Aixerrota Films, Arcadia Motion Pictures, Diamond Films España, Galatea Films, Noodles Production, SCOPE Pictures",1,16,8874.0,1,11,1844.0
9181,502416,tt7958736,Ma,Ma,20190529,en,99.0,Released,5000000.0,Horror,Thriller,Ma Collection,83,3.1751,5.822,2392.0,"Blumhouse Productions, Wyolah Films",1.3073,1.9778600000000002,3.9373,20190529,2019-05-29,29,5,May,2019,21,Wednesday,R,,18099805.0,bom,https://www.boxofficemojo.com/title/tt7958736/,"Blumhouse Productions, Wyolah Films",1,5,24536265.0,1,78,14504315.0
9182,502385,tt7460806,The Festival,The Festival,20180814,en,98.0,Released,0.0,Comedy,Music,,83,1.0031,5.88,163.0,"Fudge Park Productions, Film4 Productions",0.3368,0.7345400000000001,0.9482,20180814,2018-08-14,14,8,August,2018,32,Tuesday,R,,1814648.0,bom,https://www.boxofficemojo.com/title/tt7460806/,"Film4 Productions, Fudge Park Productions",1,2,21030178.0,1,6,1132.0
9183,502422,tt7738450,Thunder Road,Thunder Road,20180912,en,90.0,Released,200000.0,Comedy,Drama,,78,0.5868,6.806,443.0,"Vanishing Angle, The 10 East",0.6914,1.18568,1.8435,20180912,2018-09-12,12,9,September,2018,36,Wednesday,NR,,180353.0,bom,https://www.boxofficemojo.com/title/tt7738450/,"The 10 East, Vanishing Angle",1,14,,1,8,
9184,502581,tt6910020,Nothing to Lose,Nada a Perder,20180329,pt,130.0,Released,0.0,Drama,History,Nada a Perder: Coleção,8,1.0921,5.28,109.0,"Paris Filmes, RECORD, Record Filmes, Downtown Filmes, Paris Entretenimento",0.5463,0.6694199999999999,0.7753,20180329,2018-03-29,29,3,March,2018,12,Thursday,12,,679531.0,bom,https://www.boxofficemojo.com/title/tt6910020/,"Downtown Filmes, Paris Entretenimento, Paris Filmes, RECORD, Record Filmes",1,3,83201.0,1,6,83201.0
9185,502425,tt5797184,Escape from Pretoria,Escape from Pretoria,20200306,en,102.0,Released,0.0,Drama,History,,80,2.526,7.176,1449.0,"MEP Capital, Momentum Pictures, Hamilton Entertainment, South Australian Film Corporation, Arclight Films, Particular Crowd, Spier Films, Enriched Media Group, Premiere Picture, Footprint Films, Beagle Pug Films",0.3837,1.5677800000000002,4.7576,20200306,2020-03-06,6,3,March,2020,9,Friday,PG-13,,17937.0,bom,https://www.boxofficemojo.com/title/tt5797184/,"Arclight Films, Beagle Pug Films, Enriched Media Group, Footprint Films, Hamilton Entertainment, MEP Capital, Momentum Pictures, Particular Crowd, Premiere Picture, South Australian Film Corporation, Spier Films",0,0,,1,39,42470.0
9186,502682,tt6857166,Book Club,Book Club,20180518,en,104.0,Released,10000000.0,Romance,Comedy,Book Club Collection,80,1.8546,6.221,823.0,"June Pictures, Apartment Story, Endeavor Content",1.1708,2.0447200000000003,2.8188,20180518,2018-05-18,18,5,May,2018,19,Friday,PG-13,,13582231.0,bom,https://www.boxofficemojo.com/title/tt6857166/,"Apartment Story, Endeavor Content, June Pictures",0,0,,1,66,17141.0
9187,502356,tt6718170,The Super Mario Bros. Movie,The Super Mario Bros. Movie,20230405,en,93.0,Released,100000000.0,Family,Comedy,The Super Mario Collection,79,16.8384,7.594,10290.0,"Universal Pictures, Illumination, Nintendo",0.7528,5.97836,8.776,20230405,2023-04-05,5,4,April,2023,14,Wednesday,PG,,146361865.0,bom,https://www.boxofficemojo.com/title/tt6718170/,"Illumination, Nintendo, Universal Pictures",1,1,10411189.0,1,53,144165107.0
9188,502897,tt7342838,Leto,Лето,20180607,ru,126.0,Released,150000.0,Music,Drama,,17,0.5405,7.41,335.0,"Hype Film, KinoVista, Charades, Bac Films, CNC",1.2068,0.9893599999999999,1.3701,20180607,2018-06-07,7,6,June,2018,22,Thursday,14A,,,,,"Bac Films, CNC, Charades, Hype Film, KinoVista",1,26,1126.0,1,15,189188.0
9189,503125,tt7390588,Little Monsters,Little Monsters,20190829,en,94.0,Released,0.0,Horror,Comedy,,83,1.0383,6.508,723.0,"Screen Australia, Create NSW, Protagonist Pictures, Made Up Stories, Snoot Entertainment",1.2229,1.4813399999999999,2.6555,20190829,2019-08-29,29,8,August,2019,34,Thursday,R,,23821.0,bom,https://www.boxofficemojo.com/title/tt7390588/,"Create NSW, Made Up Stories, Protagonist Pictures, Screen Australia, Snoot Entertainment",1,5,,1,17,71117625.0
9190,503210,tt2094927,Return to Jurassic Park,Return to Jurassic Park,20110205,en,129.0,Released,0.0,Documentary,,,0,1.1104,6.582,844.0,Universal Pictures,0.3209,4.007820000000001,6.4865,20110205,2011-02-05,5,2,February,2011,5,Saturday,UNKNOWN,Unknown / not rated,,,,Universal Pictures,1,172,,1,110,33115.0
9191,503129,tt7255568,Student of the Year 2,Student of the Year 2,20190510,hi,146.0,Released,0.0,Romance,Comedy,Student of the Year Collection,50,1.2678,4.247,81.0,"Dharma Productions, Fox Star Studios",0.6734,3.1078799999999998,7.9412,20190510,2019-05-10,10,5,May,2019,18,Friday,Dewasa 17+,,462108.0,bom,https://www.boxofficemojo.com/title/tt7255568/,"Dharma Productions, Fox Star Studios",1,2,199463.0,1,5,650722.0
9192,502406,tt6182078,St. Agatha,St. Agatha,20180420,en,103.0,Released,0.0,Horror,Thriller,,28,0.4982,5.513,226.0,"The Outside Writers, St. Agatha, Dragon Blood Holdings, Benacus Entertainment",0.5959,1.09134,2.0714,20180420,2018-04-20,20,4,April,2018,15,Friday,18A,,271594.0,bom,https://www.boxofficemojo.com/title/tt6182078/,"Benacus Entertainment, Dragon Blood Holdings, St. Agatha, The Outside Writers",1,18,13891.0,1,1,
9193,503235,tt8434380,Hidden Man,邪不压正,20180713,zh,137.0,Released,0.0,Action,Crime,Beiyang Trilogy,0,1.0013,6.617,81.0,Gravity Pictures,1.2281,1.52442,2.8433,20180713,2018-07-13,13,7,July,2018,27,Friday,UNKNOWN,Unknown / not rated,46939058.0,bom,https://www.boxofficemojo.com/title/tt8434380/,Gravity Pictures,1,7,47633.0,1,32,155081681.0
9194,503403,tt7358936,My Perfect Romance,My Perfect Romance,20180214,en,91.0,Released,0.0,Romance,TV Movie,,80,0.8812,5.571,203.0,"Brain Power Studio, HQ Marquee #2 Productions",0.1803,1.7314800000000001,4.0407,20180214,2018-02-14,14,2,February,2018,6,Wednesday,PG-13,,,,,"Brain Power Studio, HQ Marquee #2 Productions",1,12,,1,10,13143310.0
9195,503346,tt6774786,Occupation,Occupation,20180712,en,119.0,Released,6000000.0,Action,Science Fiction,Occupation Collection,83,4.6245,4.767,253.0,"Film Mode Entertainment, Saban Films, Sparke Films",1.8633,1.2282199999999999,2.1812,20180712,2018-07-12,12,7,July,2018,27,Thursday,R,,14138.0,bom,https://www.boxofficemojo.com/title/tt6774786/,"Film Mode Entertainment, Saban Films, Sparke Films",1,1,,1,5,
9196,503616,tt2126357,Second Act,Second Act,20181122,en,103.0,Released,16000000.0,Romance,Comedy,,80,2.0861,6.325,1237.0,"STXfilms, Nuyorican Productions, Universal Pictures, TMP Films, Huayi Brothers Pictures 浙江华谊兄弟影业",1.1698,3.19722,6.0233,20181122,2018-11-22,22,11,November,2018,46,Thursday,PG-13,,6489983.0,bom,https://www.boxofficemojo.com/title/tt2126357/,"Huayi Brothers Pictures 浙江华谊兄弟影业, Nuyorican Productions, STXfilms, TMP Films, Universal Pictures",1,11,7021993.0,1,65,693984.0
9197,503417,tt6689014,She Came to Me,She Came to Me,20231006,en,102.0,Released,0.0,Romance,Comedy,,83,0.8758,6.087,155.0,"Round Films, Killer Films, Somewhere Pictures, AI Film",0.3921,4.766299999999999,12.6579,20231006,2023-10-06,6,10,October,2023,40,Friday,R,,355685.0,bom,https://www.boxofficemojo.com/title/tt6689014/,"AI Film, Killer Films, Round Films, Somewhere Pictures",1,6,63308.0,1,63,61045464.0
9198,503619,tt7525778,The Package,The Package,20180810,en,94.0,Released,0.0,Comedy,,,83,1.4851,5.931,1238.0,"Campfire Studios, Red Hour, Lighthouse Pictures",0.5415,1.2238600000000002,2.2824,20180810,2018-08-10,10,8,August,2018,31,Friday,R,,,,,"Campfire Studios, Lighthouse Pictures, Red Hour",1,11,16628170.0,1,3,
9199,503706,tt7976208,The Haunting of Sharon Tate,The Haunting of Sharon Tate,20190405,en,90.0,Released,0.0,Horror,Thriller,,83,0.7031,4.397,208.0,"Voltage Pictures, ETA films, 1428 Films, Green Light Pictures, Skyline Entertainment",0.5836,1.7365600000000003,5.6146,20190405,2019-04-05,5,4,April,2019,13,Friday,R,,2327.0,bom,https://www.boxofficemojo.com/title/tt7976208/,"1428 Films, ETA films, Green Light Pictures, Skyline Entertainment, Voltage Pictures",1,12,37484.0,1,35,109075.0
9200,503736,tt0993840,Army of the Dead,Army of the Dead,20210514,en,146.0,Released,90000000.0,Crime,Action,Army of the Dead Collection,83,5.3409,6.218,4320.0,The Stone Quarry,3.784,3.46278,6.0573,20210514,2021-05-14,14,5,May,2021,19,Friday,R,,,,,The Stone Quarry,1,14,93842239.0,1,135,17247.0
9201,503751,tt6598072,The Ranger,The Ranger,20180817,en,80.0,Released,0.0,Horror,,,78,1.1104,4.846,94.0,"Hood River Entertainment, Glass Eye Pix",0.5042,0.8978400000000001,1.4153,20180817,2018-08-17,17,8,August,2018,32,Friday,NR,,,,,"Glass Eye Pix, Hood River Entertainment",0,0,,1,8,4605.0
9202,503838,tt7363076,Raid,Raid,20180316,hi,120.0,Released,4700000.0,Crime,Drama,Raid Collection,93,3.142,7.142,123.0,"Panorama Studios, T-Series",0.9951,2.07036,3.9353,20180316,2018-03-16,16,3,March,2018,10,Friday,UA,,423817.0,bom,https://www.boxofficemojo.com/title/tt7363076/,"Panorama Studios, T-Series",1,4,143616.0,1,102,1013893.0
9203,503314,tt7961060,Dragon Ball Super: Broly,ドラゴンボール超 ブロリー,20181214,ja,101.0,Released,1000000.0,Action,Science Fiction,Dragon Ball Super Collection,79,1.4268,7.902,3074.0,"Toei Company, Shueisha, Fuji Television Network, Toei Animation, Bandai, Bandai Namco Entertainment",0.691,1.8334199999999998,2.1718,20181214,2018-12-14,14,12,December,2018,49,Friday,PG,,9816197.0,bom,https://www.boxofficemojo.com/title/tt7961060/,"Bandai, Bandai Namco Entertainment, Fuji Television Network, Shueisha, Toei Animation, Toei Company",1,6,16681502.0,1,112,255299.0
9204,503752,tt7073710,What Keeps You Alive,What Keeps You Alive,20180824,en,99.0,Released,0.0,Horror,Thriller,,83,1.4153,5.795,285.0,Digital Interference Productions,0.1557,1.36584,2.4493,20180824,2018-08-24,24,8,August,2018,33,Friday,R,,20665.0,bom,https://www.boxofficemojo.com/title/tt7073710/,Digital Interference Productions,1,3,3599.0,1,9,16640452.0
9205,503902,tt7981492,Sabrina,Sabrina,20180712,id,98.0,Released,0.0,Horror,Thriller,The Doll Collection,0,2.7579,5.3,192.0,"Hitmaker Studios, Hitmaker Studios",0.473,0.8637600000000001,2.0098,20180712,2018-07-12,12,7,July,2018,27,Thursday,UNKNOWN,Unknown / not rated,,,,Hitmaker Studios,1,5,,1,29,2787.0
9206,504056,tt7336572,Big Brother,大師兄,20180816,zh,111.0,Released,0.0,Action,Drama,,17,4.1014,7.403,237.0,"Bullet Films, Mega-Vision Pictures (MVP)",0.8292,1.69986,5.1238,20180816,2018-08-16,16,8,August,2018,32,Thursday,14A,,41225.0,bom,https://www.boxofficemojo.com/title/tt7336572/,"Bullet Films, Mega-Vision Pictures (MVP)",1,2,2774289.0,1,74,138346.0
9207,503917,tt7335600,Enter the Fat Dragon,肥龍過江,20200123,cn,96.0,Released,0.0,Action,Comedy,,18,1.7551,6.266,128.0,"Bona Film Group, Bullet Films, Mega-Vision Pictures (MVP), Sun Entertainment Film Group",1.1352,2.13232,5.1238,20200123,2020-01-23,23,1,January,2020,3,Thursday,15,,22193.0,bom,https://www.boxofficemojo.com/title/tt7335600/,"Bona Film Group, Bullet Films, Mega-Vision Pictures (MVP), Sun Entertainment Film Group",1,8,,1,77,737718.0
9208,503919,tt7984734,The Lighthouse,The Lighthouse,20191018,en,109.0,Released,11000000.0,Drama,Fantasy,,83,6.3702,7.484,5413.0,"RT Features, Parts & Labor, A24, Regency Enterprises",3.0355,2.52426,5.5234,20191018,2019-10-18,18,10,October,2019,41,Friday,R,,427797.0,bom,https://www.boxofficemojo.com/title/tt7984734/,"A24, Parts & Labor, RT Features, Regency Enterprises",1,4,8800230.0,1,36,126659.0
9209,504172,tt7959026,The Mule,The Mule,20181214,en,116.0,Released,50000000.0,Crime,Drama,,83,5.576,6.862,5278.0,"Imperative Entertainment, Bron Studios, Malpaso Productions, Warner Bros. Pictures",6.3449,4.109699999999999,6.3449,20181214,2018-12-14,14,12,December,2018,49,Friday,R,,17509431.0,bom,https://www.boxofficemojo.com/title/tt7959026/,"Bron Studios, Imperative Entertainment, Malpaso Productions, Warner Bros. Pictures",1,41,12554286.0,1,157,9945.0
9210,504321,tt7920024,Paris Is Us,Paris est à nous,20190222,fr,83.0,Released,0.0,Drama,,,7,0.2494,4.3,159.0,"21juin Cinéma, French Lab Agency, Les Idiots",0.331,0.4761,0.5407,20190222,2019-02-22,22,2,February,2019,7,Friday,11,,,,,"21juin Cinéma, French Lab Agency, Les Idiots",0,0,,1,11,6617184.0
9211,504231,tt7715202,Sarkar,சர்கார்,20181106,ta,164.0,Released,0.0,Action,Drama,,11,0.912,5.693,83.0,Sun Pictures,1.2638,2.3021000000000003,2.7954,20181106,2018-11-06,6,11,November,2018,44,Tuesday,12A,,1357697.0,bom,https://www.boxofficemojo.com/title/tt7715202/,Sun Pictures,1,11,249666.0,1,66,1136977.0
9212,504331,tt6113122,Hurricane Bianca: From Russia with Hate,Hurricane Bianca: From Russia with Hate,20180518,en,85.0,Released,0.0,Comedy,,Hurricane Bianca Collection,0,0.3792,5.107,135.0,"Cranium Entertainment, ProMedia NYC",1.6165,0.7684200000000001,1.7767,20180518,2018-05-18,18,5,May,2018,19,Friday,UNKNOWN,Unknown / not rated,,,,"Cranium Entertainment, ProMedia NYC",1,1,,1,7,
9213,504345,tt6708044,The Tribe,La tribu,20180316,es,90.0,Released,0.0,Comedy,,,8,0.3283,6.321,210.0,Atresmedia,0.8698,0.8839600000000001,1.271,20180316,2018-03-16,16,3,March,2018,10,Friday,12,,1429524.0,bom,https://www.boxofficemojo.com/title/tt6708044/,Atresmedia,1,26,87037.0,1,19,1140046.0
9214,504253,tt7236034,I Want to Eat Your Pancreas,君の膵臓をたべたい,20180901,ja,108.0,Released,0.0,Animation,Drama,,79,5.0025,8.23,1725.0,"ABC Animation, Aniplex, jeki, Futabasha, Studio VOLN, Tohan, The Asahi Shimbun",0.4469,1.22258,2.1214,20180901,2018-09-01,1,9,September,2018,34,Saturday,PG,,111108.0,bom,https://www.boxofficemojo.com/title/tt7236034/,"ABC Animation, Aniplex, Futabasha, Studio VOLN, The Asahi Shimbun, Tohan, jeki",0,0,,1,25,991925.0
9215,504561,tt7440432,Quincy,Quincy,20180909,en,124.0,Released,0.0,Documentary,Music,,24,0.7449,7.354,113.0,"Tribeca Productions, Le Train Train",1.53165,3.8656999999999995,13.3656,20180909,2018-09-09,9,9,September,2018,36,Sunday,16+,,,,,"Le Train Train, Tribeca Productions",1,1,12930.0,1,76,8982.0
9216,504592,tt8311958,Divine Love,Divino Amor,20190627,pt,100.0,Released,0.0,Drama,Science Fiction,,0,0.474,5.9,82.0,"Desvia, House on Fire, Jirafa, Malbicho Cine, Mer Film, Bord Cadre Films, Film i Väst, Canal Brasil, Globo Filmes, Snowglobe",0.4641,0.5015799999999999,0.9996,20190627,2019-06-27,27,6,June,2019,25,Thursday,UNKNOWN,Unknown / not rated,4269.0,bom,https://www.boxofficemojo.com/title/tt8311958/,"Bord Cadre Films, Canal Brasil, Desvia, Film i Väst, Globo Filmes, House on Fire, Jirafa, Malbicho Cine, Mer Film, Snowglobe",1,10,6413.0,1,44,51594.0
9217,504582,tt7921248,The Whistlers,La Gomera,20190913,ro,97.0,Released,0.0,Thriller,Crime,,22,0.5143,5.989,177.0,"42 Km Film, Les films du Worso, Komplizen Film, ARTE France Cinéma, Film i Väst, WDR, Filmgate Films, Studioul de Creatie Cinematografica al Ministerului Culturii",0.1739,1.0561,1.7985,20190913,2019-09-13,13,9,September,2019,36,Friday,16,,20458.0,bom,https://www.boxofficemojo.com/title/tt7921248/,"42 Km Film, ARTE France Cinéma, Film i Väst, Filmgate Films, Komplizen Film, Les films du Worso, Studioul de Creatie Cinematografica al Ministerului Culturii, WDR",1,12,13624.0,1,7,765145.0
9218,504599,tt7087210,Donnybrook,Donnybrook,20180907,en,101.0,Released,0.0,Drama,Crime,,83,0.6947,5.295,110.0,"Backup Media, Rumble Films",0.2485,2.5743,6.5394,20180907,2018-09-07,7,9,September,2018,35,Friday,R,,9802.0,bom,https://www.boxofficemojo.com/title/tt7087210/,"Backup Media, Rumble Films",1,2,21286.0,1,39,296728.0
9219,504603,tt6892462,The World Is Yours,Le Monde est à toi,20180815,fr,94.0,Released,0.0,Comedy,Crime,,83,0.5097,6.718,439.0,"Chi-Fou-Mi Productions, Iconoclast Films, Tribus P Film",3.4962,1.6291999999999998,2.7775,20180815,2018-08-15,15,8,August,2018,32,Wednesday,R,,919125.0,bom,https://www.boxofficemojo.com/title/tt6892462/,"Chi-Fou-Mi Productions, Iconoclast Films, Tribus P Film",1,7,3528.0,1,21,138329.0
9220,504562,tt0385887,Motherless Brooklyn,Motherless Brooklyn,20191031,en,145.0,Released,26000000.0,Drama,Thriller,,83,1.3294,6.69,1560.0,"Class 5 Films, MWM Studios",3.9643,3.79604,5.4947,20191031,2019-10-31,31,10,October,2019,43,Thursday,R,,3500454.0,bom,https://www.boxofficemojo.com/title/tt0385887/,"Class 5 Films, MWM Studios",1,1,8078671.0,1,58,28525613.0
9221,504585,tt9204204,Little Joe,Little Joe,20191101,en,106.0,Released,0.0,Drama,Science Fiction,,78,1.1466,5.74,312.0,"The Bureau, Essential Filmproduktion, ORF, BBC Film, BR, ARTE, Coop99 Filmproduktion",0.9333,1.6846799999999997,2.6677,20191101,2019-11-01,1,11,November,2019,43,Friday,NR,,10626.0,bom,https://www.boxofficemojo.com/title/tt9204204/,"ARTE, BBC Film, BR, Coop99 Filmproduktion, Essential Filmproduktion, ORF, The Bureau",1,12,4385.0,1,10,48110.0
9222,504608,tt2066051,Rocketman,Rocketman,20190517,en,121.0,Released,40000000.0,Music,Drama,,83,4.3152,7.304,4912.0,"Paramount Pictures, New Republic Pictures, Marv, Rocket Pictures, Lawrence Bender Productions",1.0683,2.86186,4.4368,20190517,2019-05-17,17,5,May,2019,19,Friday,R,,25725722.0,bom,https://www.boxofficemojo.com/title/tt2066051/,"Lawrence Bender Productions, Marv, New Republic Pictures, Paramount Pictures, Rocket Pictures",1,3,6084682.0,1,11,9195670.0
9223,504631,tt3584496,Mermaid Down,Mermaid Down,20191015,en,91.0,Released,0.0,Horror,Fantasy,,28,0.8493,6.466,298.0,"Grellman Film, Heartpine Pictures, Mermaid Down",0.52,1.32022,2.3221,20191015,2019-10-15,15,10,October,2019,41,Tuesday,18A,,72105.0,bom,https://www.boxofficemojo.com/title/tt3584496/,"Grellman Film, Heartpine Pictures, Mermaid Down",0,0,,1,2,
9224,504949,tt7984766,The King,The King,20191011,en,140.0,Released,0.0,Drama,History,,83,5.854,7.156,3490.0,"Plan B Entertainment, Porchlight Films, Blue-Tongue Films, Yoki",1.5496,4.2473399999999994,11.3676,20191011,2019-10-11,11,10,October,2019,40,Friday,R,,126659.0,bom,https://www.boxofficemojo.com/title/tt7984766/,"Blue-Tongue Films, Plan B Entertainment, Porchlight Films, Yoki",1,8,69302.0,1,18,1107804.0
9225,504827,tt7466442,The Bob's Burgers Movie,The Bob's Burgers Movie,20220526,en,102.0,Released,38000000.0,Animation,Music,,80,1.7406,6.977,352.0,"20th Century Studios, Bento Box Entertainment",0.21365,1.01566,2.1176,20220526,2022-05-26,26,5,May,2022,21,Thursday,PG-13,,12416819.0,bom,https://www.boxofficemojo.com/title/tt7466442/,"20th Century Studios, Bento Box Entertainment",1,2,,1,34,60366.0
9226,504997,tt7877382,LEGO DC Comics Super Heroes: The Flash,LEGO DC Comics Super Heroes: The Flash,20180213,en,78.0,Released,10000000.0,Adventure,Animation,LEGO DC Comics Super Heroes Collection,78,0.9667,6.8,230.0,"Warner Bros. Animation, DC Entertainment, The LEGO Group",0.6983,1.8537599999999999,3.0388,20180213,2018-02-13,13,2,February,2018,6,Tuesday,NR,,,,,"DC Entertainment, The LEGO Group, Warner Bros. Animation",1,7,,1,57,155081681.0
9227,505026,tt7657566,Death on the Nile,Death on the Nile,20220209,en,127.0,Released,90000000.0,Mystery,Crime,Hercule Poirot (Kenneth Branagh) Collection,80,5.4298,6.417,4091.0,"The Mark Gordon Company, Genre Films, 20th Century Studios, Scott Free Productions",3.4252,2.0365399999999996,3.4252,20220209,2022-02-09,9,2,February,2022,6,Wednesday,PG-13,,12891123.0,bom,https://www.boxofficemojo.com/title/tt7657566/,"20th Century Studios, Genre Films, Scott Free Productions, The Mark Gordon Company",1,23,1779410.0,1,94,2744.0
9228,504982,tt6710826,The Jurassic Games,The Jurassic Games,20180521,en,86.0,Released,28000000.0,Science Fiction,Action,The Jurassic Games Collection,17,0.4308,4.664,162.0,High Octane Pictures,0.1658,0.53332,0.7857,20180521,2018-05-21,21,5,May,2018,20,Monday,14A,,,,,High Octane Pictures,1,2,,1,38,14260.0
9229,505015,tt6981702,Empowered,Sin rodeos,20180302,es,87.0,Released,3900000.0,Comedy,,,14,0.4431,5.9,133.0,"Atresmedia, Bowfinger, Mogambo Films, Movistar Plus+, Sin Filtro la Película, Tornasol Media, Sobras International Pictures, Instituto de la Cinematografía y de las Artes Audiovisuales",0.7253,1.10996,2.1335,20180302,2018-03-02,2,3,March,2018,8,Friday,14,,1588295.0,bom,https://www.boxofficemojo.com/title/tt6981702/,"Atresmedia, Bowfinger, Instituto de la Cinematografía y de las Artes Audiovisuales, Mogambo Films, Movistar Plus+, Sin Filtro la Película, Sobras International Pictures, Tornasol Media",1,11,4648533.0,1,72,1942.0
9230,505058,tt4761916,Unfriended: Dark Web,Unfriended: Dark Web,20180719,en,92.0,Released,1000000.0,Horror,Mystery,Unfriended Collection,83,2.3515,6.274,1637.0,"BH Tilt, Bazelevs",1.1851,0.70134,1.0823,20180719,2018-07-19,19,7,July,2018,28,Thursday,R,,3653035.0,bom,https://www.boxofficemojo.com/title/tt4761916/,"BH Tilt, Bazelevs",0,0,,1,6,3762145.0
9231,505063,tt4971408,Await Further Instructions,Await Further Instructions,20180826,en,91.0,Released,0.0,Horror,,,83,0.7112,5.431,303.0,"Shudder Films, Goldfinch Studios",1.0007,1.2402799999999998,2.2059,20180826,2018-08-26,26,8,August,2018,34,Sunday,R,,1064.0,bom,https://www.boxofficemojo.com/title/tt4971408/,"Goldfinch Studios, Shudder Films",1,1,,1,63,4401.0
9232,505060,tt7473716,The Gallows Act II,The Gallows Act II,20191025,en,100.0,Released,0.0,Horror,,The Gallows Collection,83,0.4625,4.9,101.0,"Tremendum Pictures, Blumhouse Productions, Entertainment 360",0.9717,0.36613999999999997,0.5437,20191025,2019-10-25,25,10,October,2019,42,Friday,R,,,,,"Blumhouse Productions, Entertainment 360, Tremendum Pictures",1,2,9808463.0,1,2,
9233,505159,tt8005338,Chris Rock: Tamborine,Chris Rock: Tamborine,20180214,en,64.0,Released,0.0,Comedy,,,39,0.5803,6.456,180.0,Jax Media,0.8435,2.2284,2.2284,20180214,2018-02-14,14,2,February,2018,6,Wednesday,AL,,,,,Jax Media,1,4,263797.0,1,107,6896593.0
9234,505175,tt7853242,Love per Square Foot,Love per Square Foot,20180214,hi,133.0,Released,0.0,Comedy,Romance,,93,0.4593,6.687,123.0,"RSVP Movies, Leo Media Collective",1.2821,1.2235800000000001,2.3222,20180214,2018-02-14,14,2,February,2018,6,Wednesday,UA,,,,,"Leo Media Collective, RSVP Movies",1,4,,1,6,6371.0
9235,505177,tt6210996,10x10,10 x 10,20180316,en,86.0,Released,0.0,Drama,Mystery,,83,5.5881,5.249,594.0,"Head Gear Films, Unstoppable Entertainment",0.4,3.04712,7.2122,20180316,2018-03-16,16,3,March,2018,10,Friday,R,,1430.0,bom,https://www.boxofficemojo.com/title/tt6210996/,"Head Gear Films, Unstoppable Entertainment",0,0,,1,27,736883.0
9236,505192,tt8075192,Shoplifters,万引き家族,20180602,ja,120.0,Released,0.0,Drama,Crime,,83,4.8488,7.847,2244.0,"Fuji Television Network, AOI Pro., BUN-BUKU, GAGA Corporation",1.3196,0.77644,1.7642,20180602,2018-06-02,2,6,June,2018,21,Saturday,R,,89264.0,bom,https://www.boxofficemojo.com/title/tt8075192/,"AOI Pro., BUN-BUKU, Fuji Television Network, GAGA Corporation",1,30,10670.0,1,51,46376.0
